id,logged_by,logged_on,to_address,category,subject,description,job_id,farm,status
719,YOSAINI,"2015-08-27 10:57:17",NULL,NULL,"Hypervisor slcal068 Locked","Please unlock slcal068 after fixing the issue(s): Repo Mismatch Detected, Ping VM Failed<br />",HealthCheck,prov_qa_automation,Closed
720,YOSAINI,"2015-08-27 11:29:03",NULL,Hypervisor,"Hypervisor slcal068 Locked","Please unlock slcal068 after fixing the issue(s): Repo Mismatch Detected, Ping VM Failed<br />",HealthCheck,prov_qa_automation,Closed
721,PWARRIER,"2015-08-27 16:30:55",NULL,NULL,"JOB 27765848 appears to have hung. In preparing state itself","JOB 27765848 is in preparing state from hours together. Can you please help here? This is for REL11 ST9 CRM",27765848,OPC_QA_FARM,Closed
722,AMATHURA,"2015-08-27 17:15:40",NULL,Hypervisor,"ovs-agent issue in hypervisors slcao120,121,122,123","[root@slcao120 ~]# /sbin/service ovs-agent start
OVSAgentServer is now starting...
OVSAgentServer started.
TIMEOUT=600
Current host!=Server Pool Master. Server Pool Master will be pinged until 600 seconds. The ovs-agent will be started once Server Pool Master is running",,,Closed
723,YOSAINI,"2015-08-28 09:46:41",NULL,NULL,"Hypervisor slcan525 Locked","Please unlock slcan525 after fixing the issue(s): OVS Processes = 9 , Memory Mismatch (Farm:69414,Hyper:67363)<br />",HealthCheck,OPC_QA_SHARED,Closed
724,YOSAINI,"2015-08-28 09:46:46",NULL,NULL,"Hypervisor slcan526 Locked","Please unlock slcan526 after fixing the issue(s): Memory Mismatch (Farm:69414,Hyper:67363), ",HealthCheck,OPC_QA_SHARED,Closed
725,KRAMANJA,"2015-08-28 06:10:39",NULL,NULL,"cleanup of job -26251762 failed","Cleanup of job-26251762 in QAFarm pool failed.
Please help to cleanup it up",26251762,QAFARM,Closed
726,MCAINE,"2015-08-28 19:14:29",NULL,Others,"Environment not usable after job","After running 27776349 I see that there are many diffs.
I cannot access any of the managed servers, I assume because something is pretty seriously wrong with the environment.",27776349,BI,Work-in-Progress
727,YOSAINI,"2015-08-30 09:32:28",NULL,NULL,"Hypervisor slcal034 Locked","Please unlock slcal034 after fixing the issue(s): OVS Processes = 9 , Ping VM Failed<br />",HealthCheck,QAFARM,Closed
728,YOSAINI,"2015-08-31 09:36:55",NULL,NULL,"Hypervisor slcag413 Locked","Please unlock slcag413 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, OVS Processes = 10 <br />Ping VM Failed<br />",HealthCheck,ovm_preflight,Closed
729,SJANDHYA,"2015-08-31 09:10:02",NULL,NULL,"Unable to clean 27762271","The status of the job 27762271 is in Cleaning tsate fro ma very long time . Please look into it.",27762271,QAFARM,Closed
730,BKASHYAP,"2015-08-31 09:45:38",NULL,NULL,"OVMM IS SET TO NULL","faovm.ovmm.host=null in /net/slc02inp.us.oracle.com/scratch/aime/PFA_REMOTE/job_27847513/OVM_EM_JVMD_STORAGE.properties

I manually changed it to slc02oxi.us.oracle.com, looks like it was no late for the topo to pickup that value.",27847513,lifecycle_dev,Closed
731,ACHAYAPA,"2015-08-31 13:05:53",NULL,VM,"Unable to access deployer host for job 26747933","In QA Farm, the deployer host for job 26747933 i.e. slc03dot.us.oracle.com is not accessible, but I see rest of hosts are accessible. Could you please check once suggest.

Other than deployer host I am able to access the other hosts.",26747933,prov_qa_automation,Closed
732,PWARRIER,"2015-08-31 16:27:01",NULL,NULL,"141GB boxes locked due to memory mismatch in opc_qa_shared","4- 141 GB boxes are in the forced state with memory mismatch. These appear to be fully free.",,OPC_QA_SHARED,Closed
733,AMALON,"2015-08-31 20:03:24",NULL,NULL,"SIM 3.1 OHS Host-- slc07zun not accessible","SIM 3.1 OHS host is not accessible via SSH. Also, trying to bounce the host fails.

Hypervisor pool slcao381",27519623,OPC_QA_FARM,Closed
734,YOSAINI,"2015-09-01 08:22:54",NULL,NULL,"Hypervisor slcap174 Locked","Please unlock slcap174 after fixing the issue(s): Uname version lower: , Memory Mismatch (Farm:235427,Hyper:)<br />",HealthCheck,saas_paas,Closed
735,YOSAINI,"2015-09-01 08:23:01",NULL,NULL,"Hypervisor slcap175 Locked","Please unlock slcap175 after fixing the issue(s): Uname version lower: , Memory Mismatch (Farm:13011,Hyper:)<br />",HealthCheck,saas_paas,Closed
736,YOSAINI,"2015-09-01 08:23:07",NULL,NULL,"Hypervisor slcap176 Locked","Please unlock slcap176 after fixing the issue(s): Uname version lower: , Insufficient Avl. Memory<br />Memory Mismatch (Farm:723,Hyper:)<br />",HealthCheck,saas_paas,Closed
737,MULIEGAD,"2015-09-01 07:04:41",NULL,NULL,"Request to create OVM topologies for REL11_12c DB","Help us with creation of OVM topologies with the details mailed for 12c DB creation.",,,Closed
738,BARUNACH,"2015-09-01 07:35:17",NULL,Others,"Not able to login SHARED_IDM_HOST3 of SDI base slc03yzk.","Ping is working for the host slc07zun.us.oracle.com but not able to login into host.",27519623,OPC_QA_FARM,Closed
739,HealthChecker,"2015-09-01 16:51:51",NULL,NULL,"Hypervisor slcai051 Locked","Please unlock slcai051 after fixing the issue(s): OVS Repository Mismatch , OVS Processes = 9 <br />Start VM Failed<br />",HC,FASAASQA,Closed
740,SMADHU,"2015-09-01 09:52:17",NULL,NULL,"Move hyp ""slcai657"" from OPC_QA_FARM to ""slcai659"" pool in FASAASQA","Please move hyp ""slcai657"" from OPC_QA_FARM to ""slcai659"" pool in FASAASQA.

Additional Details:
This has one rac_DB VM, which can be cleaned, as the underlying base job is cleaned from farm UI.",,FASAASQA,Closed
741,HealthChecker,"2015-09-01 17:18:56",NULL,NULL,"Hypervisor slcaj502 Locked","Please unlock slcaj502 after fixing the issue(s): OVS Repository Mismatch , Uname version lower: 2.6.18-128.2.1.5.12.el5xen<br />Memory Mismatch (Farm:362781,Hyper:342347)<br />",HC,FASAASQA,Closed
742,HealthChecker,"2015-09-01 17:19:01",NULL,NULL,"Hypervisor slcaj457 Locked","Please unlock slcaj457 after fixing the issue(s): OVS Repository Mismatch , Uname version lower: 2.6.18-128.2.1.5.12.el5xen<br />Memory Mismatch (Farm:362781,Hyper:342347)<br />",HC,FASAASQA,Closed
743,HealthChecker,"2015-09-01 17:19:06",NULL,NULL,"Hypervisor slcaj514 Locked","Please unlock slcaj514 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:362781,Hyper:342347)<br />",HC,FASAASQA,Closed
744,HealthChecker,"2015-09-01 17:19:11",NULL,NULL,"Hypervisor slcaj499 Locked","Please unlock slcaj499 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:362781,Hyper:342347)<br />",HC,FASAASQA,Closed
745,HealthChecker,"2015-09-01 17:19:16",NULL,NULL,"Hypervisor slcap303 Locked","Please unlock slcap303 after fixing the issue(s): OVS Repository Mismatch , Memory Mismatch (Farm:503622,Hyper:200516)<br />",HC,FASAASQA,Closed
746,HealthChecker,"2015-09-01 17:19:21",NULL,NULL,"Hypervisor slcap299 Locked","Please unlock slcap299 after fixing the issue(s): OVS Repository Mismatch , Memory Mismatch (Farm:503622,Hyper:200516)<br />",HC,FASAASQA,Closed
747,PWARRIER,"2015-09-01 16:18:26",NULL,NULL,"REL10 CRM job on OPC_QA_SHARED WAITING_FOR_INTERNAL_FIX","27881353	OPC_QA_SHARED	barunach	WAITING_FOR_INTERNAL_FIX	 	SDI_FA_REL10_CRM_PFA_RAC	N/A	

This is critical for saas-paas validation.",,OPC_QA_SHARED,Closed
748,SJANDHYA,"2015-09-01 18:47:36",NULL,NULL,"Failed to get the available memory for VM pool 'slcal063' on OVMM host 'slc08dpg.us.oracle.com'","Env deployment failed with the following error:
Failed to get the available memory for VM pool 'slcal063' on OVMM host 'slc08dpg.us.oracle.com'
Exiting with error",27881044,QAFARM,Closed
749,BARUNACH,"2015-09-02 07:16:42",NULL,NULL,"Cleanup Failed or clean up is not started.","Following error message is displayed.
Cleanup Log for Job ID 27856333:
Could not find Cleanup Log for Jobid --> 27856333",27856333,OPC_QA_FARM,Closed
750,AMPANAMA,"2015-09-02 08:58:56",NULL,NULL,"Error seen during create rac - OVM-4105 MAC address exists","We are creating 12C NON-CDB and create rac step is completed but with below error message

DTEID: ampanama_12C_nonCDB1

NIC has been added to the virtual machine.
Caught exception while handling request: oracle.ovs.biz.exception.NetworkCardException: OVM-4105 MAC address exists.
Done",slcag794,OPC_QA_FARM,Closed
751,APINNAMR,"2015-09-02 11:12:34",NULL,NULL,"27897069 is failed during REGISTER_OVAB_TEMPLATES","Rel92 job# 27897069 is failed during REGISTER_OVAB_TEMPLATES
Reason of failure: 
To	Subject	Sent	Size	Categories	
Sandya Menon; fa_preflight_qa_ww_grp	RE: OVM jobs started for REL9.2 and REL10 - Oct Saas	4:39 PM	14 KB","27897069 ",QAFARM,Closed
752,APINNAMR,"2015-09-02 11:14:18",NULL,NULL,"Rel10 job#27897069 is failed during SETUP_RAC_FOR_DEPLOYMENT","Rel10 job# is failed during SETUP_RAC_FOR_DEPLOYMENT
Reason of failure: 
<ERROR> Timed out waiting for VM --> slc05ved to start",27897069,QAFARM,Closed
753,APINNAMR,"2015-09-02 13:19:30",NULL,NULL,"Cleanup failed for job: 27897159","Cleanup failed for job: 27897159",27897159,QAFARM,Closed
754,SJANDHYA,"2015-09-02 13:32:20",NULL,NULL,"FAILED Task: Create VM - slc08bue_us_oracle_com","During the env re-hydration, following error occurred:
An error occurred: An error occurred during an earlier execution of command 'Create VM - slc08bue_us_oracle_com': Execution Failed
Exiting with error",27903571,QAFARM,Closed
755,HealthChecker,"2015-09-03 09:30:55",NULL,NULL,"Hypervisor slcal060 Locked","Please unlock slcal060 after fixing the issue(s): OVS Processes = 10 , Start VM Failed<br />",HC,QAFARM,Closed
756,HealthChecker,"2015-09-03 09:38:48",NULL,NULL,"Hypervisor slcal061 Locked","Please unlock slcal061 after fixing the issue(s): Start VM Failed, ",HC,QAFARM,Closed
757,HealthChecker,"2015-09-03 09:56:16",NULL,NULL,"Hypervisor slcal037 Locked","Please unlock slcal037 after fixing the issue(s): OVS Repository Mismatch , Memory Mismatch (Farm:188883,Hyper:60882)<br />",HC,QAFARM,Closed
758,SJANDHYA,"2015-09-03 07:39:57",NULL,NULL,"Cleanup failed",27903571,27903571,QAFARM,Closed
759,APINNAMR,"2015-09-03 10:21:00",NULL,NULL,"Unable to access deployer host slc06yem.us.oracle.com","Unable to access
DEPLOYER_HOST=slc06yem.us.oracle.com",27792630,QAFARM,Closed
760,HealthChecker,"2015-09-03 12:51:40",NULL,Hypervisor,"Hypervisor adcgdb05 Locked","Please unlock adcgdb05 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Ping VM Failed<br />",HC,ovm_preflight,Closed
761,HealthChecker,"2015-09-04 10:30:04",NULL,NULL,"Hypervisor adcgdc17 Locked","Please unlock adcgdc17 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:187168,Hyper:186011)<br />",HC,OPC_QA_SHARED,Closed
762,HealthChecker,"2015-09-04 10:30:09",NULL,NULL,"Hypervisor adcgdb03 Locked","Please unlock adcgdb03 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:187168,Hyper:186011)<br />",HC,OPC_QA_SHARED,Closed
763,HealthChecker,"2015-09-04 10:30:14",NULL,NULL,"Hypervisor adcgdb06 Locked","Please unlock adcgdb06 after fixing the issue(s): Memory Mismatch (Farm:187168,Hyper:186011), ",HC,OPC_QA_SHARED,Closed
764,HealthChecker,"2015-09-04 10:30:19",NULL,NULL,"Hypervisor adcgbf23 Locked","Please unlock adcgbf23 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Insufficient Avl. Memory<br />Memory Mismatch (Farm:187168,Hyper:186011)<br />",HC,OPC_QA_SHARED,Closed
765,HealthChecker,"2015-09-04 10:30:24",NULL,NULL,"Hypervisor slcal070 Locked","Please unlock slcal070 after fixing the issue(s): OVS Repository Mismatch , Memory Mismatch (Farm:144806,Hyper:142757)<br />",HC,OPC_QA_SHARED,Closed
766,HealthChecker,"2015-09-04 10:30:30",NULL,NULL,"Hypervisor slcal075 Locked","Please unlock slcal075 after fixing the issue(s): Memory Mismatch (Farm:144806,Hyper:142757), ",HC,OPC_QA_SHARED,Closed
767,HealthChecker,"2015-09-04 10:30:35",NULL,NULL,"Hypervisor slcal041 Locked","Please unlock slcal041 after fixing the issue(s): Memory Mismatch (Farm:446374,Hyper:295846), ",HC,OPC_QA_SHARED,Closed
768,HealthChecker,"2015-09-04 10:30:40",NULL,NULL,"Hypervisor slcal040 Locked","Please unlock slcal040 after fixing the issue(s): Memory Mismatch (Farm:446374,Hyper:295846), ",HC,OPC_QA_SHARED,Closed
769,SMADHU,"2015-09-04 05:14:33",NULL,NULL,"Move hyp ""slcai658"" from OPC_QA_FARM to ""slcai659"" pool in FASAASQA","Please help in moving hypv slcai658 to farm pool slcai659 in FASAASQA",,FASAASQA,Closed
770,HealthChecker,"2015-09-05 08:50:45",NULL,NULL,"Hypervisor slcal067 Locked","Please unlock slcal067 after fixing the issue(s): OVS Processes = 11 , Start VM Failed<br />",HC,QAFARM,Closed
771,HealthChecker,"2015-09-05 09:01:42",NULL,NULL,"Hypervisor slcan523 Locked","Please unlock slcan523 after fixing the issue(s): OVS Processes = 9 , Start VM Failed<br />",HC,QAFARM,Closed
772,MULIEGAD,"2015-09-06 03:32:06",NULL,Hypervisor,"slcal041 / slcal040  has issues even though HC succeeds","These hypervisors fails to allocate resource to a FA job due to below exception
OVM-1004 XML-RPC Client Call Oracle VM Agent API 'get_server_xm_info' error:",,,Closed
773,HealthChecker,"2015-09-07 08:34:06",NULL,NULL,"Hypervisor slcal066 Locked","Please unlock slcal066 after fixing the issue(s): OVS Processes = 9 , Start VM Failed<br />",HC,QAFARM,Closed
774,HealthChecker,"2015-09-07 09:24:06",NULL,NULL,"Hypervisor slcag413 Locked","Please unlock slcag413 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:12997,Hyper:1447)<br />",HC,ovm_preflight,Closed
775,HealthChecker,"2015-09-08 08:39:40",NULL,NULL,"Hypervisor slcal074 Locked","Please unlock slcal074 after fixing the issue(s): Start VM Failed, ",HC,QAFARM,Closed
776,HealthChecker,"2015-09-08 08:48:00",NULL,NULL,"Hypervisor slcal074 Locked","Please unlock slcal074 after fixing the issue(s): Start VM Failed, Memory Mismatch (Farm:94496,Hyper:64530)<br />",HC,QAFARM,Closed
777,MULIEGAD,"2015-09-08 09:24:32",NULL,NULL,"Changes required in HCM/CRM topology for APEX hosts","Please help us to change the HCM and CRM OVM topology to add two new hosts",,,Closed
778,HealthChecker,"2015-09-09 08:30:33",NULL,NULL,"Hypervisor slcal064 Locked","Please unlock slcal064 after fixing the issue(s): OVS Repository Mismatch , Create VM Failed<br />",HC,QAFARM,Closed
779,HealthChecker,"2015-09-09 09:42:39",NULL,NULL,"Hypervisor slcal063 Locked","Please unlock slcal063 after fixing the issue(s): OVS Processes = 9 , Start VM Failed<br />",HC,QAFARM,Closed
780,HealthChecker,"2015-09-09 09:56:40",NULL,NULL,"Hypervisor slcal061 Locked","Please unlock slcal061 after fixing the issue(s): OVS Processes = 9 , Start VM Failed<br />",HC,QAFARM,Closed
781,HealthChecker,"2015-09-09 10:04:32",NULL,NULL,"Hypervisor slcan517 Locked","Please unlock slcan517 after fixing the issue(s): OVS Processes = 9 , Start VM Failed<br />",HC,QAFARM,Closed
782,HealthChecker,"2015-09-09 10:19:32",NULL,NULL,"Hypervisor slcal037 Locked","Please unlock slcal037 after fixing the issue(s): OVS Repository Mismatch , Memory Mismatch (Farm:251859,Hyper:123859)<br />",HC,QAFARM,Closed
783,YOSAINI,"2015-09-09 05:50:08",NULL,NULL,"Hypervisor slcal064 Locked","Please unlock slcal064 after fixing the issue(s): OVS Processes = 10 , Ping VM Failed<br />",HealthCheck,QAFARM,Closed
784,MULIEGAD,"2015-09-09 05:50:28",NULL,null,"Few ips in farm_ov328 has dteid marked as INVALID","Please hlep su to know the command to cleanup the ips register with dteid as INVALID for farm farm_ovs328",,,Closed
785,HealthChecker,"2015-09-09 06:20:35",NULL,NULL,"Hypervisor slcal063 Locked","Please unlock slcal063 after fixing the issue(s): OVS Processes = 9 , Start VM Failed<br />",HC,QAFARM,Closed
786,SWSUDHAK,"2015-09-09 06:39:15",NULL,Cleanup,"27793702 - Cleanup Failed","Job 27793702 is cleanup failed",27793702,farm_ovs328,Closed
787,HealthChecker,"2015-09-09 08:13:00",NULL,NULL,"Hypervisor slcal037 Locked","Please unlock slcal037 after fixing the issue(s): OVS Processes = 9 , Start VM Failed<br />",HC,QAFARM,Closed
788,HealthChecker,"2015-09-09 08:27:34",NULL,NULL,"Hypervisor slcan523 Locked","Please unlock slcan523 after fixing the issue(s): OVS Processes = 9 , Start VM Failed<br />",HC,QAFARM,Closed
789,SJANDHYA,"2015-09-09 14:03:54",NULL,VM,"Error: slc08bxi is alive.. please release it first","CDRM over OVM job failed at Create_EMGC block with the following error message:

hypervisor is slcan522
emgc template OVM_EM12R3_STIT is registered
Debug: create_vm slc08bxi,OVM_EM12R3_STIT,slcan522,slcan522,admin,OVMadmin,welcome1,4,10000
Error: slc08bxi is alive.. please release it first

Job ID: 28075044",28075044,QAFARM,Closed
790,HealthChecker,"2015-09-10 09:44:15",NULL,NULL,"Hypervisor slcai054 Locked","Please unlock slcai054 after fixing the issue(s): OVS Processes = 10 , Start VM Failed<br />",HC,OPC_QA_FARM,Closed
791,HealthChecker,"2015-09-10 10:03:49",NULL,NULL,"Hypervisor slcap172 Locked","Please unlock slcap172 after fixing the issue(s): OVS Processes = 9 , Start VM Failed<br />",HC,OPC_QA_FARM,Closed
792,EKANTER,"2015-09-10 03:08:39",NULL,Others,"job consistently fails","cat /net/slc08bvy.us.oracle.com/scratch/aime/PFA_REMOTE/job_28095317/work/oracle/work/topology_runtime_error.dif
*** DTE TOPOLOGY RUNTIME ERROR *** 
.....",28095317,QAFARM,Closed
793,HealthChecker,"2015-09-10 07:25:29",NULL,NULL,"Hypervisor slcan523 Locked","Please unlock slcan523 after fixing the issue(s): Create VM Failed, ",HC,QAFARM,Closed
794,AMALON,"2015-09-10 07:27:12",NULL,VM,"VM slc03yzz Fail To Start","VM slc03yzz on slcai054 has been initializing for some time.",27744340,OPC_QA_FARM,Closed
795,APINNAMR,"2015-09-10 12:56:05",NULL,Cleanup,"Please cleanup the job: 28079606","seems like cleanup is hanging for long time (~ 6 hrs )for job: 28079606",28079606,QAFARM,Closed
796,EKANTER,"2015-09-10 15:23:39",NULL,Others,"jobs on lcm farm don't start","same job on qafarm starts
qafarm job is 28104321",28110138,LCM_DEV_PROV,Closed
797,EKANTER,"2015-09-10 16:10:05",NULL,Others,"jobs on lcm farm don't start","same job on qafarm starts
qafarm job is 28104321",28110138,LCM_DEV_PROV,Closed
798,SWSUDHAK,"2015-09-10 17:55:10",NULL,NULL,27875768,"27875768 job is cleaned from DTE
But the VM traces are still seen.
Manual clean up is failing
/usr/bin/perl /ade_autofs/gd14_fmw/INTGQA_MAIN_GENERIC.rdd/LATEST/intgqa/ovm/private_farm_fwk/ovm_farm_manager.pl -o cleanalldte -dteid 27875768 -key 27875768_402n5h31tb0kics9i6p8cg2965
Unknown option: key
DBI connect('ovm_farm_db:adc2120708.us.oracle.com','ovm_farm_user',...) failed: Can't connect to MySQL server on 'adc2120708.us.oracle.com' (111)",27875768,OPC_QA_SHARED,Closed
799,MCAINE,"2015-09-10 18:23:53",NULL,NULL,"REL10 GSI Job fails","I have seen this issue a couple of times and worked with Amit.  He has told me that there is an issue with the DB backup.",27475168,BI,Open
800,SJANDHYA,"2015-09-11 03:46:39",NULL,Cleanup,"IPs selected for rehydration are reachable before rehydration","During re-hydration, seeing the following error:
[08:13:49] Verifying Hosts for Deploy ... An error occurred: [HOST_PRIMARY=slc08buo.us.oracle.com should be not reachable]
[HOST_OHS=slc08buu.us.oracle.com should be not reachable]
[HOST_LDAP=slc08bux.us.oracle.com should be not reachable]
[HOST_OIM=slc08buv.us.oracle.com should be not reachable]",28104321,QAFARM,Closed
862,BARUNACH,"2015-10-13 05:24:49",NULL,Cleanup,"Cleanup failed due to ERROR: subjobid 3181041265735 failed!","Cleanup failed with following error message.

<INFO> 12/10/2015 06:58:06 ->

Error detected in Output Line --> ERROR: subjobid 3181041265735  failed!",28749378,OPC_QA_SHARED,Closed
801,HealthChecker,"2015-09-12 10:20:11",NULL,NULL,"Hypervisor slcan517 Locked","Please unlock slcan517 after fixing the issue(s): Memory Mismatch (Farm:85920,Hyper:2705), ",HC,QAFARM,Closed
802,HealthChecker,"2015-09-12 10:20:16",NULL,NULL,"Hypervisor slcan523 Locked","Please unlock slcan523 after fixing the issue(s): Memory Mismatch (Farm:246691,Hyper:178594), ",HC,QAFARM,Closed
803,HealthChecker,"2015-09-13 10:16:56",NULL,NULL,"Hypervisor slcal061 Locked","Please unlock slcal061 after fixing the issue(s): Ping VM Failed, ",HC,QAFARM,Closed
804,PWARRIER,"2015-09-14 05:14:59",NULL,NULL,"Request_adv_Failed for slcak529 , slcak530","Request_adv_Failed for slcak529 , slcak530  in opc_qa_shared",,OPC_QA_SHARED,Closed
805,BARUNACH,"2015-09-14 06:43:15",NULL,Hypervisor,"Rehydration is failed.","SDI Re-hydration is failed with following error message. 
2015-09-11 17:24:01,159] [DEBUG] [com.oracle.cloud9.sdi.connectors.ovmm.OVMMConnectorImpl] - [REQ 500044404_500045436] [Not able to fetch server pool [slcai056] data from OVMM.] [at com.oracle.cloud9.sdi.connectors.ovmm.OVMMConnectorImpl:getServerPoolMetrics(169)] [com.oracle.cloud9.sdi.common.exceptions.ovmm.OVMMPoolNotAccessibleException: Could not find pool null or pool is inactive
Please help me out to rectify.",28133983,OPC_QA_SHARED,Closed
806,PWARRIER,"2015-09-14 11:02:17",NULL,VM,"VMs slc03yzd,slc03yze pingable, but free as per farm manager","Health on slcai054  shows 16491290_slc03yzd 16491290_slc03yze OVS kvooka_SDI_SINGLE_DB_INSTANCE_TESTS_AUTO_11_04_2014_3315
kvooka_SDI_SINGLE_DB_INSTANCE_TESTS_AUTO_11_04_2014_52

slc03yzd and slc03yze are autopingable and locked.

slc03yzd        10.244.160.196  dummyhost       4096    2       10.244.160.1    AUTOLOCK-PING   INVALID OPC_QA_FARM
slc03yze        10.244.160.197  dummyhost       4096    2       10.244.160.1    AUTOLOCK-PING   INVALID OPC_QA_FARM

But xm list doesn;t show",,OPC_QA_FARM,Closed
807,HealthChecker,"2015-09-15 08:08:42",NULL,NULL,"Hypervisor slcaj499 Locked","Please unlock slcaj499 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Create VM Failed<br />",HC,FASAASQA,Closed
808,SJANDHYA,"2015-09-15 11:41:27",NULL,NULL,"subjobid 649755151106  failed! during Create_EMGC","Seeing the following error in Create_EMGC:
Creating EMGC.. this will take around 2 hours ...please standby...
ERROR: subjobid 649755151106  failed!",28211642,LCM_DEV_PROV,Open
809,HealthChecker,"2015-09-15 11:52:00",NULL,Hypervisor,"Hypervisor adcgdb05 Locked","Please unlock adcgdb05 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Ping VM Failed<br />",HC,ovm_preflight,Closed
810,SJANDHYA,"2015-09-15 16:30:30",NULL,NULL,"DEPLOY_TEMPLATE failed","[07:18:50/osn] Starting Task: Create VM - slc08bwb_us_oracle_com ...
[07:19:21]        FAILED Task: Export File Set - wls_domains_bi_oracleoutsourcing_com [8m7s]
[07:19:21/fa]   Starting Task: Export File Set - fapatch ...
[07:19:21]        FAILED Task: Export File Set - fusionbhd [0m33s]
[07:19:22]        FAILED Task: Export File Set - wls_domains_secondary_oracleoutsourcing_com [6m22s]
[07:19:22]        FAILED Task: Export File Set - wls_domains_admin-apps_oracleoutsourcing_com",28215187,QAFARM,Open
811,HealthChecker,"2015-09-16 07:28:29",NULL,NULL,"Hypervisor slcap172 Locked","Please unlock slcap172 after fixing the issue(s): OVS Processes = 9 , Start VM Failed<br />",HC,OPC_QA_FARM,Closed
812,SJANDHYA,"2015-09-16 09:02:56",NULL,NULL,"CLONE_OVAB_HOME could not be completed because there is insufficient space","CLONE_OVAB_HOME block failed with the following error:
slcnas570:shares sdiqa/28222124 (uncommitted clone)> commit
error: The action could not be completed because there is insufficient space
       available. This may be due to a quota being exceeded, or all available
       storage may be exhausted. Check the quotas of any projects or shares. If
       there is no quota, or the quota cannot be changed, then destroy any
       unused shares or snapshots to free up space and try again.",28222124,QAFARM,Open
813,HealthChecker,"2015-09-17 08:04:24",NULL,NULL,"Hypervisor slcah766 Locked","Please unlock slcah766 after fixing the issue(s): Ping Hyp Failed, ",HC,OPC_QA_FARM,Closed
814,HealthChecker,"2015-09-17 09:57:34",NULL,NULL,"Hypervisor slcah766 Locked","Please unlock slcah766 after fixing the issue(s): Ping Hyp Failed, Memory Mismatch (Farm:11254,Hyper:)<br />",HC,OPC_QA_FARM,Closed
815,HealthChecker,"2015-09-18 09:47:38",NULL,NULL,"Hypervisor adcgdc17 Locked","Please unlock adcgdc17 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:381216,Hyper:380060)<br />",HC,OPC_QA_SHARED,Closed
816,HealthChecker,"2015-09-18 09:47:44",NULL,NULL,"Hypervisor adcgdb03 Locked","Please unlock adcgdb03 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, Memory Mismatch (Farm:381216,Hyper:380060)<br />",HC,OPC_QA_SHARED,Closed
817,HealthChecker,"2015-09-18 09:47:49",NULL,NULL,"Hypervisor adcgdb06 Locked","Please unlock adcgdb06 after fixing the issue(s): Memory Mismatch (Farm:381216,Hyper:380060), ",HC,OPC_QA_SHARED,Closed
818,HealthChecker,"2015-09-18 09:47:54",NULL,NULL,"Hypervisor adcgbf23 Locked","Please unlock adcgbf23 after fixing the issue(s): Uname version lower: 2.6.18-128.2.1.5.12.el5xen, OVS Processes = 13 <br />Memory Mismatch (Farm:381216,Hyper:380060)<br />",HC,OPC_QA_SHARED,Closed
819,SWSUDHAK,"2015-09-18 17:22:41",NULL,Hypervisor,"VM status in unknown state","Two VM's created for CDB's are in unknown state and not responding

slc03wfl and slc03wfm
Hyp: slcah766

From OVMM the both vm status are in unknown state
ID: swsudhak_12C_CDB",,,Closed
820,APINNAMR,"2015-09-21 09:39:21",NULL,Cleanup,"Cleanup has failed for job:28070374","Cleanup has failed for job:28070374. Please help us to release the environment.",28070374,QAFARM,Closed
821,GSUNDARE,"2015-09-21 10:34:16",NULL,VM,"Unable to login to VM slc03yzl.us.oracle.com","VM 10.244.160.204 (slc03yzl.us.oracle.com) used for APEX is pingable but unable to connect.  It is not prompting for login.

Please resolve",,,Closed
822,EKANTER,"2015-09-21 19:18:55",NULL,Cleanup,"cleanup failed","please cleanup manually.",28302413,LCM_DEV_PROV,Closed
823,BARUNACH,"2015-09-22 05:26:44",NULL,Hypervisor,"SDI Rehydration is failed with memory issue.","[2015-09-22 00:01:09,678] [DEBUG] [com.oracle.cloud9.sdi.connectors.ovmm.OVMMConnectorImpl] - [REQ 500044418_500045521] [Ovmm Server pool slc02oxi.us.oracle.com : slcak528, memoryRequired [350720] Total memory [524266], free memory [219204] memoryUsed according to SDI [268800]] [at com.oracle.cloud9.sdi.connectors.ovmm.OVMMConnectorImpl:checkResourceLimit(137)] []
[2015-09-22 00:01:09,679] [DEBUG] [com.oracle.cloud9.sdi.connectors.ovmm.OVMMConnectorImpl] - [REQ 500044418_500045521] [Server pool",28352022,OPC_QA_SHARED,Closed
